Board 0x64000000, Board number = 0
/* out0468_had-eta8-phi23*/	6, (34,1,7,0), 3, (34,1,7,1), 5, (34,1,8,1), 1, (34,1,8,2), 2, (47,1,11,3), 1, (47,1,11,4), 15, 
/* out0469_had-eta9-phi23*/	3, (34,1,7,1), 11, (34,1,7,2), 1, (47,1,11,3), 15, 
/* out0470_had-eta10-phi23*/	4, (34,1,6,0), 1, (34,1,6,1), 5, (34,1,7,2), 1, (47,0,11,3), 14, 
/* out0471_had-eta11-phi23*/	3, (34,1,6,1), 8, (47,0,11,2), 16, (47,0,11,3), 2, 
/* out0472_had-eta12-phi23*/	3, (34,1,5,1), 2, (34,1,6,1), 1, (34,1,6,2), 1, 
/* out0473_had-eta13-phi23*/	1, (34,1,5,1), 6, 
/* out0474_had-eta14-phi23*/	1, (34,1,5,1), 3, 
/* out0475_had-eta15-phi23*/	1, (34,1,4,1), 1, 
/* out0476_had-eta16-phi23*/	1, (34,1,4,1), 3, 
/* out0477_had-eta17-phi23*/	1, (34,1,4,1), 3, 
/* out0478_had-eta18-phi23*/	0, 
/* out0479_had-eta19-phi23*/	0, 
